age_calBP	d18OcarbVPDB	d18OcarbVint	d18Ocarbivc
152600	-7.86	-7.86	-8.87
152700	-7.85	-7.85	-8.86
152800	-7.77	-7.77	-8.78
152900	-7.75	-7.75	-8.77
153000	-7.76	-7.76	-8.78
153100	-7.75	-7.75	-8.77
153200	-7.74	-7.74	-8.76
153300	-7.74	-7.74	-8.76
153400	-7.81	-7.81	-8.83
153500	-7.91	-7.91	-8.93
153600	-7.95	-7.95	-8.97
153700	-7.93	-7.93	-8.95
153800	-7.83	-7.83	-8.85
153900	-7.71	-7.71	-8.73
154000	-7.81	-7.81	-8.83
154100	-7.90	-7.90	-8.92
154200	-999	-7.99	-9.00
154300	-8.07	-8.07	-9.09
154400	-7.95	-7.95	-8.97
154500	-7.83	-7.83	-8.85
154600	-7.77	-7.77	-8.79
154700	-7.78	-7.78	-8.79
154800	-7.66	-7.66	-8.67
154900	-7.90	-7.90	-8.91
155000	-7.96	-7.96	-8.97
155100	-7.96	-7.96	-8.97
155200	-999	-7.92	-8.93
155300	-7.88	-7.88	-8.88
155400	-7.95	-7.95	-8.95
155500	-7.94	-7.94	-8.94
155600	-7.93	-7.93	-8.92
155700	-7.92	-7.92	-8.91
155800	-7.91	-7.91	-8.90
155900	-7.78	-7.78	-8.76
156000	-7.90	-7.90	-8.88
156100	-7.94	-7.94	-8.91
156200	-7.85	-7.85	-8.82
156300	-999	-7.83	-8.79
156400	-7.80	-7.80	-8.76
156500	-7.81	-7.81	-8.76
156600	-8.00	-8.00	-8.95
156700	-7.92	-7.92	-8.86
156800	-999	-7.84	-8.77
156900	-7.76	-7.76	-8.69
157000	-7.89	-7.89	-8.81
157100	-7.90	-7.90	-8.81
157200	-999	-7.92	-8.83
157300	-7.94	-7.94	-8.84
157400	-7.80	-7.80	-8.69
157500	-8.06	-8.06	-8.94
157600	-999	-8.01	-8.88
157700	-7.95	-7.95	-8.81
157800	-7.97	-7.97	-8.82
157900	-7.77	-7.77	-8.61
158000	-999	-7.86	-8.69
158100	-7.95	-7.95	-8.77
158200	-8.03	-8.03	-8.84
158300	-999	-7.93	-8.72
158400	-7.82	-7.82	-8.60
158500	-7.76	-7.76	-8.53
158600	-999	-7.82	-8.57
158700	-7.87	-7.87	-8.61
158800	-7.86	-7.86	-8.59
158900	-8.00	-8.00	-8.71
159000	-999	-8.04	-8.74
159100	-8.08	-8.08	-8.77
159200	-7.95	-7.95	-8.63
159300	-7.82	-7.82	-8.49
159400	-999	-7.87	-8.53
159500	-7.91	-7.91	-8.57
159600	-7.75	-7.75	-8.40
159700	-8.06	-8.06	-8.71
159800	-999	-8.12	-8.76
159900	-8.17	-8.17	-8.81
160000	-7.94	-7.94	-8.58
160100	-999	-7.89	-8.54
160200	-999	-7.85	-8.49
160300	-999	-7.80	-8.45
160400	-7.75	-7.75	-8.41
160500	-999	-7.87	-8.53
160600	-7.99	-7.99	-8.66
160700	-999	-8.07	-8.74
160800	-8.14	-8.14	-8.83
160900	-8.00	-8.00	-8.69
161000	-999	-7.92	-8.62
161100	-7.84	-7.84	-8.55
161200	-8.34	-8.34	-9.06
161300	-999	-8.22	-8.94
161400	-8.09	-8.09	-8.82
161500	-8.12	-8.12	-8.86
