age,d18O_diff
300,0.034778286081326826
500,-0.012803513101498076
700,-0.038276641450479154
900,-0.15296172706700784
1100,-0.16304637148166812
1300,-0.1479696114519875
1500,-0.05130586441014451
1700,-0.03843728550336767
1900,-0.0015583098392504269
2100,-0.05679769207053642
2300,0.038966542921213154
2500,0.03485801078143069
2700,0.06359260983311454
2900,-0.01049176426752041
3100,7.10581652754172e-05
3300,0.08029590522701469
3500,0.1013342853940653
3700,0.039188258581743796
3900,-0.0015858262999266515
4100,-0.049859802253452656
4300,0.056526649765114456
4500,0.05552832433500576
4700,0.07275580918592972
4900,0.0015753174940931203
5100,0.028586271653760598
5300,0.03555700050991195
5500,0.09283622845991601
5700,-0.005087338397705032
5900,0.047228784690027226
6100,0.01013050333267973
6300,0.17147084262501888
6500,0.2805579679206147
6700,0.31492556726592813
6900,0.20794737157121457
7100,0.16479141954608867
7300,0.2722279028863417
7500,0.30158856283462665
7700,0.20234680051376275
7900,0.2274391261108013
8100,0.24300639289498616
8300,0.24883520273629456
8500,0.0685623141678442
8700,0.12020714258424814
8900,0.16582733553860596
9100,0.13362938082495024
9300,0.18905263323291965
9500,0.2563416934209237
9700,0.1881067657010329
9900,-0.09690301821679892
10100,-0.32104242617230905
10300,-0.19835254974121197
10500,-0.06577030684460894
10700,-0.011015186387261622
10900,-0.06673412680209756
11100,-0.05613120105399938
11300,0.04441749645710136
11500,0.29088087769704396
11700,0.38438664949992196
11900,0.5155140612252331
12100,0.4668114558695493
12300,0.48788281951769474
12500,0.19025604430557255
12700,0.08969546713244037
12900,-0.08303093123698096
13100,0.041711566463740885
13300,0.007194770070052758
13500,0.020340699996104133
13700,0.0379792677772913
13900,-0.03779195377020206
14100,-0.010696181922553949
14300,-0.045586543548663455
14500,-0.014531553233280703
14700,0.028765338033204052
14900,-0.03594664989235816
15100,-0.0877702401938952
15300,-0.1732457618595048
15500,-0.16895899627203786
15700,-0.0956850386393997
15900,-0.07489597892968003
16100,0.0516065869420792
16300,0.08684072601239246
16500,0.10579291822274994
16700,0.005110674012618555
16900,0.03549774202035516
17100,0.07040715659983682
17300,0.14164885409528505
17500,0.04312757403354134
17700,0.042825584821533924
17900,-0.005124627865519149
18100,0.07342431430323398
18300,-0.001409118648813129
18500,0.03773225894886478
18700,-0.02178555001393323
18900,0.07439175023901347
19100,0.058339460544326135
19300,0.021837074276259378
19500,0.029266654253154407
19700,0.04542510093832885
19900,0.05059308132921268
20100,0.047459526404519434
20300,-0.02375239289196235
20500,-0.002994383948604462
20700,-0.08623542405490492
20900,-0.03716520082709048
21100,0.05785739525298714
21300,0.04145483656587602
21500,-0.02809867164300034
21700,-0.06037955775001111
21900,-0.015216126942099137
22100,0.0453106211217432
22300,-0.0738310029049927
22500,-0.007681620379618195
22700,-0.022687337425646076
22900,-0.011220937053652687
23100,-0.04436012691463395
23300,-0.1049184340722102
23500,-0.10772507951930346
23700,-0.06635048478797123
23900,0.169164298238387
