age,d18O_diff
300,0.2170060249638439
500,-0.32333038182510876
700,0.192223208225748
900,-0.09392215137523863
1100,-0.010734821213482348
1300,0.007516204450233488
1500,0.00015300553539532302
1700,-0.036149702653972327
1900,0.05345565361033522
2100,-0.06027231758255169
2300,-0.03724455795927639
2500,0.01115883759241143
2700,-0.0600225349654977
2900,0.023841956190572944
3100,-0.009869105880163431
3300,-0.06675287481874648
3500,0.002706161090785031
3700,0.07551534968659013
3900,-0.0061435677596151095
4100,0.009463808006046293
4300,-0.034427810973227224
4500,0.06571784081607746
4700,0.07122791726707334
4900,-0.00034235624028866596
5100,0.024935127896220877
5300,0.13129473092482158
5500,-0.022546522654636192
5700,-0.008686950827197393
5900,-0.06507122968292123
6100,0.10551249301300203
6300,0.018045552581710922
6500,0.07203724960470481
6700,0.03820668622511647
6900,0.09747391928865312
7100,0.17605040391625693
7300,0.1465810877384115
7500,0.18536599474782633
7700,0.18325622665313546
7900,0.23377649878555928
8100,0.22430546576778454
8300,0.2646463302815931
8500,0.21096442285543304
8700,0.24341046087214124
8900,0.22584520971322775
9100,0.16593016929166282
9300,0.2037946857892763
9500,0.3222955072991809
9700,0.2382479248908993
9900,0.26753412944552935
10100,0.14875335275497292
10300,0.041209527789511924
10500,-0.008778698838490584
10700,0.010473875806589206
10900,0.05776962258403273
11100,-0.051897365668594375
11300,-0.12905128296394963
11500,-0.06796448692334423
11700,0.0043733942366159795
11900,0.04292165145401583
12100,0.053064100634387046
12300,0.3493586397240165
12500,0.3148821315004753
12700,0.26266616887075145
12900,0.2717525203736315
13100,0.350394583877474
13300,0.2816708101792642
13500,0.19942034177672952
13700,0.03854087191699307
13900,0.07601068937202626
14100,0.063651189553525
14300,0.02955708746847563
14500,-0.045592689755807214
14700,-0.12973589354469084
14900,-0.13863607404138634
15100,-0.14626319570199087
15300,-0.07129869811652156
15500,-0.10650423757871863
15700,-0.011769645436075393
15900,-0.21509972956563672
16100,-0.035082649283488365
16300,-0.13971806437293566
16500,-0.10927351516427564
16700,-0.04893333919515186
16900,-0.019697460778552056
17100,0.04787648712981252
17300,-0.07466049071693703
17500,0.005087725670314569
17700,0.030540380539498813
17900,0.17620388237749296
18100,0.024971816846921513
18300,-0.02726619982842493
18500,0.09305488172133636
18700,0.07973602932339219
18900,0.009640409265244898
19100,0.0007457728031710076
19300,0.10278735646561188
19500,0.001415689213423832
19700,0.09744342506222381
19900,-0.05388155747861845
20100,0.05104195813770218
20300,0.08547323784509331
20500,0.03174867222423927
20700,-0.0002043390532477929
20900,0.043037957000585436
21100,-0.015147138667032323
21300,-0.033410296724206034
21500,-0.028130549225515722
21700,-0.06529111669473053
21900,0.11050685057319498
22100,-0.03933201421917687
22300,-0.13425738082430883
22500,0.035915367761042205
22700,-0.01883658712134917
22900,-0.05782204190346363
23100,-0.08200245832385633
23300,-0.008558897834177515
23500,0.06430552706647319
23700,-0.03520194938900545
23900,-0.09732328338699148
