age,temp
96000,-2.8077570093457944
96100,-2.7367213114754096
96200,-2.65943793911007
96300,-2.5821545667447308
96400,-2.5048711943793913
96500,-2.443710843373494
96600,-2.422024096385542
96700,-2.4003373493975904
96800,-2.3786506024096385
96900,-2.3646075949367087
97000,-2.397518987341772
97100,-2.4304303797468356
97200,-2.463341772151899
97300,-2.4855
97400,-2.4618157894736843
97500,-2.4381315789473685
97600,-2.414447368421053
97700,-2.361705426356589
97800,-2.2635142118863048
97900,-2.1653229974160206
98000,-2.0671317829457365
98100,-1.9864948453608249
98200,-1.922061855670103
98300,-1.8576288659793814
98400,-1.7931958762886597
98500,-1.8344961240310078
98600,-1.9352713178294574
98700,-2.036046511627907
98800,-2.1368217054263567
98900,-2.189389312977099
99000,-2.2275572519083973
99100,-2.265725190839695
99200,-2.3038931297709926
99300,-2.3409473684210527
99400,-2.3777894736842105
99500,-2.4146315789473687
99600,-2.453183023872679
99700,-2.5327586206896555
99800,-2.6123342175066315
99900,-2.6919098143236075
100000,-2.7306077348066298
100100,-2.6587845303867406
100200,-2.586961325966851
100300,-2.5151381215469617
100400,-2.5012068965517242
100500,-2.518448275862069
100600,-2.5356896551724137
100700,-2.5356268221574343
100800,-2.451078717201166
100900,-2.366530612244898
101000,-2.2819825072886295
101100,-2.186
101200,-2.086
101300,-1.986
101400,-1.9118805970149253
101500,-1.888
101600,-1.8641194029850747
101700,-1.8402388059701493
101800,-1.8520364741641338
101900,-1.8641945288753798
102000,-1.8763525835866262
102100,-1.8926126126126126
102200,-1.9106306306306307
102300,-1.9286486486486485
102400,-1.9117125382262996
102500,-1.8352599388379205
102600,-1.7588073394495412
102700,-1.6953459119496854
102800,-1.7488050314465409
102900,-1.8022641509433963
103000,-1.8557232704402518
103100,-1.920564263322884
103200,-1.9863949843260187
103300,-2.0522257053291533
103400,-2.0201242236024846
103500,-1.951801242236025
103600,-1.8834782608695653
103700,-1.8372897196261684
103800,-1.812367601246106
103900,-1.7874454828660435
104000,-1.7841955835962144
104100,-1.8315141955835963
104200,-1.878832807570978
104300,-1.9163551401869159
104400,-1.8883177570093457
104500,-1.8602803738317757
104600,-1.8322429906542057
104700,-1.861625
104800,-1.896
104900,-1.930375
105000,-1.9538906752411576
105100,-1.9731832797427653
105200,-1.992475884244373
105300,-2.0151552795031056
105400,-2.04
105500,-2.0648447204968945
105600,-2.047290322580645
105700,-1.9634193548387098
105800,-1.8795483870967742
105900,-1.8238795986622074
106000,-1.837257525083612
106100,-1.8506354515050167
106200,-1.8305696202531645
106300,-1.7324683544303798
106400,-1.634367088607595
106500,-1.5521472392638038
106600,-1.5674846625766872
106700,-1.5828220858895705
106800,-1.598159509202454
106900,-1.7221451104100947
107000,-1.8609463722397477
107100,-1.9997476340694007
107200,-2.1148493975903615
107300,-2.2202710843373494
107400,-2.3256927710843374
107500,-2.4030395136778115
107600,-2.4364741641337386
107700,-2.4699088145896657
107800,-2.5062111801242235
107900,-2.56832298136646
108000,-2.630434782608696
108100,-2.6925465838509317
108200,-2.7134969325153375
108300,-2.728834355828221
108400,-2.744171779141104
108500,-2.706618075801749
108600,-2.6366472303207
108700,-2.56667638483965
108800,-2.5144837758112093
108900,-2.5380825958702062
109000,-2.561681415929203
109100,-2.5852802359882006
109200,-2.698235294117647
109300,-2.833529411764706
109400,-2.9688235294117646
109500,-3.05
109600,-3.05
109700,-3.05
109800,-3.05
109900,-3.0734453781512605
110000,-3.098655462184874
110100,-3.1238655462184877
110200,-3.1616
110300,-3.2216
110400,-3.2816
110500,-3.3416
110600,-3.436
110700,-3.536
110800,-3.636
110900,-3.6794285714285717
111000,-3.6222857142857143
111100,-3.5651428571428574
111200,-3.508
111300,-3.465698005698006
111400,-3.425811965811966
111500,-3.385925925925926
111600,-3.367671232876712
111700,-3.38958904109589
111800,-3.411506849315068
111900,-3.4334246575342466
112000,-3.451602209944751
112100,-3.4681767955801104
112200,-3.4847513812154696
112300,-3.5050273224043718
112400,-3.5678688524590165
112500,-3.6307103825136613
112600,-3.693551912568306
112700,-3.756737400530504
112800,-3.820397877984085
112900,-3.884058355437666
113000,-3.9477188328912467
113100,-3.9872872340425536
113200,-4.013882978723404
113300,-4.040478723404256
113400,-4.0670744680851065
