age,d18O_diff
300,-0.4945650098733765
500,0.6774004156796494
700,0.34491285986631226
900,-1.4469032003781876
1100,0.2221306889133885
1300,0.8114281071475062
1500,-1.0275166924792885
1700,0.6477549276949901
1900,-0.18628503321095025
2100,0.6072281420477808
2300,-0.5202044373235353
2500,0.11348002666696289
2700,0.09831226447084163
2900,-0.8611253013633728
3100,0.6286504925571279
3300,0.3597768985595522
3500,-0.30216488027261335
3700,0.14013737551078265
3900,0.31049981799729665
4100,-0.5651784003551725
4300,0.12119421026620358
4500,0.6942582863883118
4700,-0.07658833706607737
4900,0.063893604416009
5100,-0.6403795634180582
5300,0.10479896007252165
5500,0.5832945633889395
5700,0.609850950051765
5900,-1.5510799569792866
6100,0.8360040769492372
6300,0.15159666345660128
6500,0.47069850618875364
6700,-0.14598728775325043
6900,0.1085928026783094
7100,0.18889295465758238
7300,0.21333193624884927
7500,0.6692344235815924
7700,-0.44483755719828366
7900,1.2787829950316052
8100,0.7531567449342731
8300,-0.39861140198642886
8500,-0.5111007272017432
8700,0.2868082724803642
8900,0.5298634058750977
9100,-0.03053690476565407
9300,0.5287998699082337
9500,-1.1343972197001477
9700,0.730543802908457
9900,-0.46662675076802884
10100,-1.4967897700080997
10300,1.0807814198452803
10500,0.16430193389854963
10700,0.7201704683787966
10900,-0.568433305053567
11100,1.0120220631619503
11300,0.15170361442485358
11500,-0.3805916164504808
11700,0.2930618105969529
11900,0.9606591574703032
12100,0.25453901281729685
12300,0.170041999736668
12500,-0.5821010402599711
12700,0.612535793455173
12900,0.13509570814161975
13100,0.7277559095778443
13300,-1.0449580080014726
13500,1.6360854592277647
13700,-1.1523252953982563
13900,0.5085236879812882
14100,-0.9944664124117466
14300,-0.008514402762777706
14500,0.19961609666687963
14700,-0.7995106017997458
14900,3.2986255135324143
15100,-2.947173906701991
15300,-0.22370780776819288
15500,0.22862752709037437
15700,0.13378517168771253
15900,-0.3181107000613608
16100,-0.24666096118262715
16300,-0.3428424482163308
16500,0.8201259035581501
16700,0.4854702772639641
16900,-0.9507502225171933
17100,0.08295372909624632
17300,0.8540241161086897
17500,-0.3890607171134661
17700,-0.1658074971411807
17900,1.5137813125098845
18100,-1.5129925607395904
18300,0.26381886727032366
18500,-0.027039332653970405
18700,0.3699349001082055
18900,-1.7468888317406126
19100,3.6671434078458915
19300,-1.2855162509225835
19500,-1.1985382956374906
19700,0.7136346881965636
19900,-0.0697989583101446
20100,0.34098337342165763
20300,0.9636531035734066
20500,-3.7535011525940547
20700,2.109095310138862
20900,0.5091073448376804
21100,0.8401757919740689
21300,-1.2915011114434094
21500,-0.4104630808356262
21700,0.7196379626891343
21900,-0.19011020451274874
22100,-1.7327843960628684
22300,2.07439323003576
22500,-0.42860299895194487
22700,-0.9317091506933224
22900,1.7568889276656492
23100,-0.8718019376476178
23300,-0.11853210644434853
23500,0.5905015419937811
23700,-1.3332561251293242
23900,0.7630865235989219
