age,d18O_diff
300,0.9520820276534323
500,-0.9315662401397873
700,0.8506887536829382
900,-0.5435641852500481
1100,-0.38166800383913824
1300,0.08841375201338764
1500,-0.6128255900450128
1700,-0.16196847412832938
1900,-0.04980604436982361
2100,0.23463645831031243
2300,-0.4918745185731126
2500,0.5647670410813745
2700,-0.19328331000437515
2900,0.8501564641035912
3100,-0.40976327309309113
3300,0.8130246203011353
3500,-0.23550304194414906
3700,0.1779050779304896
3900,-0.22623583206154763
4100,-0.274759478696339
4300,0.7215985392533781
4500,-0.17995626022300826
4700,-0.46523221774693724
4900,1.3683320257926894
5100,-1.0360990422031762
5300,1.4799402645365234
5500,-0.4769896905548734
5700,1.0897873102097293
5900,-1.154666302330142
6100,-0.3649225193160319
6300,0.7122585680952511
6500,1.2286333913328562
6700,0.33682831093541665
6900,-0.43269383018407126
7100,-0.4607760904320841
7300,0.41087254560764563
7500,0.9966803693481623
7700,-0.3615960489903145
7900,0.42653108605033196
8100,-1.1589402094571284
8300,1.4071652104018568
8500,0.5361001143104005
8700,-0.7677895890438649
8900,0.8910806723246836
9100,0.005547708945471186
9300,-0.3542090883703253
9500,0.10794305346502853
9700,0.7871127832443747
9900,-1.654848268884649
10100,0.9946520091161162
10300,-0.35364590472230617
10500,-0.17836048737768806
10700,0.3760842407183418
10900,-1.4399539126354384
11100,1.0808439514452743
11300,0.25621043838400226
11500,0.5319639346945166
11700,-0.21515547986970063
11900,1.1527808951140557
12100,0.6610467228013803
12300,0.06402943640389225
12500,-0.3173794411961737
12700,-0.14235384628040038
12900,0.03976335351067206
13100,-0.1905043084416036
13300,0.043675067920361244
13500,0.5826713505664642
13700,0.1874274083714269
13900,0.22400651556646523
14100,-0.05672170138385013
14300,-0.067123989379958
14500,-0.43347514776018414
14700,1.1800509026108585
14900,-0.19630926623739242
15100,-0.06258421862830943
15300,-0.6353274313513353
15500,-0.1867716361552212
15700,-0.31549170085683187
15900,0.6827205385523385
16100,-0.4248077474686909
16300,1.1420093952622636
16500,-0.7629899594113283
16700,1.1552012470975583
16900,-0.3250913242639868
17100,0.6044941614778878
17300,-1.2076943505054132
17500,1.0738444687952082
17700,-1.0652906042890962
17900,-0.02847769824759183
18100,0.8235525999116362
18300,0.2310069141367137
18500,-0.8532497639275789
18700,-0.07320808779479648
18900,0.8764093256999601
19100,0.32014047046266114
19300,-1.3854123453361566
19500,0.20746658296123144
19700,0.899407307528854
19900,1.0029947661298877
20100,-0.28373820447562537
20300,-1.052638537590596
20500,-0.3615881306556403
20700,0.7263300520842506
20900,-0.4441746187037907
21100,-0.005539301082009729
21300,1.4733027334890707
21500,-0.12738352328317148
21700,-0.13122268847214968
21900,0.21536834656276227
22100,-1.954024120095859
22300,1.1301932576046951
22500,-0.41440784519447504
22700,0.1836498180411894
22900,-0.648968531996239
23100,0.12364966708979352
23300,0.16353190628038305
23500,-0.567839652037982
23700,0.5688488528912359
23900,-1.2723434280204984
